index,group
5521,NA-NA
5522,NA-NA
5523,NA-NA
5524,RG-Ctrl
5525,NA-NA
5526,Myeloid-Ctrl
5527,Progs.-Ctrl
5528,NA-NA
5529,NA-NA
5530,Progs.-Ctrl
5531,Progs.-Ctrl
5532,NA-NA
5533,Progs.-Ctrl
5534,Mural-Ctrl
5535,Progs.-Ctrl
5536,RG-Ctrl
5537,RG-Ctrl
5538,Neurons-Ctrl
5539,Progs.-Ctrl
5540,NA-NA
5541,NA-NA
5542,RG-Ctrl
5543,Proliferating-Ctrl
5544,Progs.-Ctrl
5545,Neurons-Ctrl
5546,Progs.-Ctrl
5547,NA-NA
5548,Neurons-Ctrl
5549,Neurons-Ctrl
5550,NA-NA
5551,NA-NA
5552,RG-Ctrl
5553,Neurons-Ctrl
5554,Progs.-Ctrl
5555,NA-NA
5556,RG-Ctrl
5557,NA-NA
5558,Progs.-Ctrl
5559,NA-NA
5560,Progs.-Ctrl
5561,Neurons-Ctrl
5562,Proliferating-Ctrl
5563,NA-NA
5564,Myeloid-Ctrl
5565,Neurons-Ctrl
5566,Neurons-Ctrl
5567,Progs.-Ctrl
5568,NA-NA
5569,NA-NA
5570,Proliferating-Ctrl
5571,NA-NA
5572,NA-NA
5573,NA-NA
5574,Progs.-Ctrl
5575,Neurons-Ctrl
5576,Progs.-Ctrl
5577,NA-NA
5578,Progs.-Ctrl
5579,NA-NA
5580,NA-NA
5581,Progs.-Ctrl
5582,RG-Ctrl
5583,NA-NA
5584,Progs.-Ctrl
5585,NA-NA
5586,NA-NA
5587,Proliferating-Ctrl
5588,NA-NA
5589,NA-NA
5590,Neurons-Ctrl
5591,Neurons-Ctrl
5592,Neurons-Ctrl
5593,NA-NA
5594,Progs.-Ctrl
5595,Progs.-Ctrl
5596,Progs.-Ctrl
5597,NA-NA
5598,NA-NA
5599,NA-NA
5600,Neurons-Ctrl
5601,NA-NA
5602,Proliferating-Ctrl
5603,Progs.-Ctrl
5604,NA-NA
5605,Proliferating-Ctrl
5606,RG-Ctrl
5607,Progs.-Ctrl
5608,RG-Ctrl
5609,NA-NA
5610,Progs.-Ctrl
5611,RG-Ctrl
5612,Astrocytes-Ctrl
5613,NA-NA
5614,RG-Ctrl
5615,RG-Ctrl
5616,Proliferating-Ctrl
5617,NA-NA
5618,Progs.-Ctrl
5619,Progs.-Ctrl
5620,Progs.-Ctrl
5621,RG-Ctrl
5622,NA-NA
5623,Progs.-Ctrl
5624,RG-Ctrl
5625,NA-NA
5626,RG-Ctrl
5627,NA-NA
5628,Endothelial-Ctrl
5629,Progs.-Ctrl
5630,Progs.-Ctrl
5631,Proliferating-Ctrl
5632,NA-NA
5633,RG-Ctrl
5634,NA-NA
5635,RG-Ctrl
5636,Proliferating-Ctrl
5637,Proliferating-Ctrl
5638,Proliferating-Ctrl
5639,Progs.-Ctrl
5640,Neurons-Ctrl
5641,Progs.-Ctrl
5642,Progs.-Ctrl
5643,Neurons-Ctrl
5644,NA-NA
5645,Neurons-Ctrl
5646,NA-NA
5647,NA-NA
5648,NA-NA
5649,Neurons-Ctrl
5650,Myeloid-Ctrl
5651,Progs.-Ctrl
5652,NA-NA
5653,NA-NA
5654,RG-Ctrl
5655,NA-NA
5656,NA-NA
5657,Proliferating-Ctrl
5658,Neurons-Ctrl
5659,NA-NA
5660,Progs.-Ctrl
5661,Progs.-Ctrl
5662,Progs.-Ctrl
5663,NA-NA
5664,NA-NA
5665,Proliferating-Ctrl
5666,Progs.-Ctrl
5667,Progs.-Ctrl
5668,Progs.-Ctrl
5669,Neurons-Ctrl
5670,Neurons-Ctrl
5671,NA-NA
5672,Proliferating-Ctrl
5673,NA-NA
5674,Progs.-Ctrl
5675,Progs.-Ctrl
5676,NA-NA
5677,NA-NA
5678,Progs.-Ctrl
5679,NA-NA
5680,NA-NA
5681,Progs.-Ctrl
5682,NA-NA
5683,RG-Ctrl
5684,NA-NA
5685,Myeloid-Ctrl
5686,RG-Ctrl
5687,Proliferating-Ctrl
5688,RG-Ctrl
5689,NA-NA
5690,Progs.-Ctrl
5691,Progs.-Ctrl
5692,NA-NA
5693,Proliferating-Ctrl
5694,Progs.-Ctrl
5695,Progs.-Ctrl
5696,Progs.-Ctrl
5697,Progs.-Ctrl
5698,NA-NA
5699,NA-NA
5700,NA-NA
5701,NA-NA
5702,NA-NA
5703,NA-NA
5704,Neurons-Ctrl
5705,Progs.-Ctrl
5706,Progs.-Ctrl
5707,RG-Ctrl
5708,NA-NA
5709,RG-Ctrl
5710,NA-NA
5711,NA-NA
5712,RG-Ctrl
5713,NA-NA
5714,Proliferating-Ctrl
5715,NA-NA
5716,Neurons-Ctrl
5717,RG-Ctrl
5718,NA-NA
5719,NA-NA
5720,RG-Ctrl
5721,NA-NA
5722,NA-NA
5723,NA-NA
5724,Neurons-Ctrl
5725,Proliferating-Ctrl
5726,Progs.-Ctrl
5727,NA-NA
5728,Proliferating-Ctrl
5729,NA-NA
5730,NA-NA
5731,RG-Ctrl
5732,NA-NA
5733,Progs.-Ctrl
5734,Progs.-Ctrl
5735,NA-NA
5736,Proliferating-Ctrl
5737,Progs.-Ctrl
5738,Neurons-Ctrl
5739,Neurons-Ctrl
5740,NA-NA
5741,Progs.-Ctrl
5742,NA-NA
5743,NA-NA
5744,NA-NA
5745,NA-NA
5746,RG-Ctrl
5747,Progs.-Ctrl
5748,RG-Ctrl
5749,Progs.-Ctrl
5750,RG-Ctrl
5751,NA-NA
5752,Progs.-Ctrl
5753,Proliferating-Ctrl
5754,RG-Ctrl
5755,NA-NA
5756,Progs.-Ctrl
5757,Progs.-Ctrl
5758,NA-NA
5759,NA-NA
5760,Proliferating-Ctrl
5761,NA-NA
5762,Progs.-Ctrl
5763,Progs.-Ctrl
5764,RG-Ctrl
5765,NA-NA
5766,Progs.-Ctrl
5767,Proliferating-Ctrl
5768,Mural-Ctrl
5769,NA-NA
5770,NA-NA
5771,NA-NA
5772,RG-Ctrl
5773,Progs.-Ctrl
5774,NA-NA
5775,Progs.-Ctrl
5776,NA-NA
5777,RG-Ctrl
5778,Progs.-Ctrl
5779,Neurons-Ctrl
5780,Proliferating-Ctrl
5781,Proliferating-Ctrl
5782,RG-Ctrl
5783,Progs.-Ctrl
5784,NA-NA
5785,RG-Ctrl
5786,Neurons-Ctrl
5787,NA-NA
5788,Neurons-Ctrl
5789,NA-NA
5790,NA-NA
5791,Neurons-Ctrl
5792,NA-NA
5793,Progs.-Ctrl
5794,Progs.-Ctrl
5795,NA-NA
5796,NA-NA
5797,Neurons-Ctrl
5798,Progs.-Ctrl
5799,Progs.-Ctrl
5800,Progs.-Ctrl
5801,Progs.-Ctrl
5802,Progs.-Ctrl
5803,NA-NA
5804,NA-NA
5805,NA-NA
5806,NA-NA
5807,Progs.-Ctrl
5808,Progs.-Ctrl
5809,NA-NA
5810,NA-NA
5811,RG-Ctrl
5812,Progs.-Ctrl
5813,RG-Ctrl
5814,NA-NA
5815,Progs.-Ctrl
5816,Neurons-Ctrl
5817,RG-Ctrl
5818,NA-NA
5819,Neurons-Ctrl
5820,NA-NA
5821,NA-NA
5822,RG-Ctrl
5823,RG-Ctrl
5824,Progs.-Ctrl
5825,Neurons-Ctrl
5826,Progs.-Ctrl
5827,Myeloid-Ctrl
5828,NA-NA
5829,RG-Ctrl
5830,NA-NA
5831,NA-NA
5832,Progs.-Ctrl
5833,NA-NA
5834,NA-NA
5835,Neurons-Ctrl
5836,NA-NA
5837,Myeloid-Ctrl
5838,Progs.-Ctrl
5839,Neurons-Ctrl
5840,Progs.-Ctrl
5841,NA-NA
5842,NA-NA
5843,NA-NA
5844,RG-Ctrl
5845,Progs.-Ctrl
5846,RG-Ctrl
5847,NA-NA
5848,Progs.-Ctrl
5849,NA-NA
5850,NA-NA
5851,NA-NA
5852,NA-NA
5853,NA-NA
5854,NA-NA
5855,NA-NA
5856,NA-NA
5857,Progs.-Ctrl
5858,NA-NA
5859,RG-Ctrl
5860,Neurons-Ctrl
5861,NA-NA
5862,NA-NA
5863,Progs.-Ctrl
5864,Progs.-Ctrl
5865,NA-NA
5866,RG-Ctrl
5867,Progs.-Ctrl
5868,NA-NA
5869,Progs.-Ctrl
5870,NA-NA
5871,NA-NA
5872,NA-NA
5873,Progs.-Ctrl
5874,Progs.-Ctrl
5875,NA-NA
5876,Progs.-Ctrl
5877,NA-NA
5878,Endothelial-Ctrl
5879,NA-NA
5880,Progs.-Ctrl
5881,Neurons-Ctrl
5882,RG-Ctrl
5883,Neurons-Ctrl
5884,Progs.-Ctrl
5885,Progs.-Ctrl
5886,RG-Ctrl
5887,NA-NA
5888,NA-NA
5889,Neurons-Ctrl
5890,Proliferating-Ctrl
5891,Proliferating-Ctrl
5892,Neurons-Ctrl
5893,RG-Ctrl
5894,NA-NA
5895,NA-NA
5896,Progs.-Ctrl
5897,Proliferating-Ctrl
5898,Neurons-Ctrl
5899,NA-NA
5900,NA-NA
5901,NA-NA
5902,NA-NA
5903,Progs.-Ctrl
5904,Proliferating-Ctrl
5905,Progs.-Ctrl
5906,NA-NA
5907,Neurons-Ctrl
5908,Proliferating-Ctrl
5909,NA-NA
5910,Progs.-Ctrl
5911,Proliferating-Ctrl
5912,Progs.-Ctrl
5913,Neurons-Ctrl
5914,Progs.-Ctrl
5915,NA-NA
5916,Progs.-Ctrl
5917,Proliferating-Ctrl
5918,Neurons-Ctrl
5919,Neurons-Ctrl
5920,Proliferating-Ctrl
5921,Proliferating-Ctrl
5922,Proliferating-Ctrl
5923,NA-NA
5924,Neurons-Ctrl
5925,Neurons-Ctrl
5926,RG-Ctrl
5927,Neurons-Ctrl
5928,NA-NA
5929,Neurons-Ctrl
5930,Progs.-Ctrl
5931,RG-Ctrl
5932,Proliferating-Ctrl
5933,RG-Ctrl
5934,RG-Ctrl
5935,Progs.-Ctrl
5936,RG-Ctrl
5937,NA-NA
5938,NA-NA
5939,NA-NA
5940,NA-NA
5941,Progs.-Ctrl
5942,Proliferating-Ctrl
5943,NA-NA
5944,NA-NA
5945,Progs.-Ctrl
5946,RG-Ctrl
5947,Proliferating-Ctrl
5948,Progs.-Ctrl
5949,NA-NA
5950,Progs.-Ctrl
5951,NA-NA
5952,RG-Ctrl
5953,NA-NA
5954,Proliferating-Ctrl
5955,Progs.-Ctrl
5956,RG-Ctrl
5957,NA-NA
5958,Progs.-Ctrl
5959,Progs.-Ctrl
5960,Progs.-Ctrl
5961,NA-NA
5962,Proliferating-Ctrl
5963,RG-Ctrl
5964,Progs.-Ctrl
5965,NA-NA
5966,Progs.-Ctrl
5967,NA-NA
5968,NA-NA
5969,Neurons-Ctrl
5970,Progs.-Ctrl
5971,Proliferating-Ctrl
5972,Progs.-Ctrl
5973,Myeloid-Ctrl
5974,Proliferating-Ctrl
5975,Progs.-Ctrl
5976,NA-NA
5977,NA-NA
5978,NA-NA
5979,NA-NA
5980,Neurons-Ctrl
5981,NA-NA
5982,Proliferating-Ctrl
5983,NA-NA
5984,NA-NA
5985,Neurons-Ctrl
5986,Progs.-Ctrl
5987,Progs.-Ctrl
5988,NA-NA
5989,NA-NA
5990,NA-NA
5991,NA-NA
5992,Neurons-Ctrl
5993,NA-NA
5994,RG-Ctrl
5995,NA-NA
5996,Neurons-Ctrl
5997,NA-NA
5998,NA-NA
5999,Progs.-Ctrl
6000,NA-NA
6001,NA-NA
6002,NA-NA
6003,NA-NA
6004,Progs.-Ctrl
6005,NA-NA
6006,NA-NA
6007,NA-NA
6008,NA-NA
6009,NA-NA
6010,Progs.-Ctrl
6011,NA-NA
6012,Neurons-Ctrl
6013,Proliferating-Ctrl
6014,Proliferating-Ctrl
6015,NA-NA
6016,Proliferating-Ctrl
6017,NA-NA
6018,Progs.-Ctrl
6019,NA-NA
6020,NA-NA
6021,Neurons-Ctrl
6022,NA-NA
6023,Progs.-Ctrl
6024,NA-NA
6025,Proliferating-Ctrl
6026,Progs.-Ctrl
6027,Proliferating-Ctrl
6028,Neurons-Ctrl
6029,NA-NA
6030,NA-NA
6031,NA-NA
6032,Proliferating-Ctrl
6033,NA-NA
6034,NA-NA
6035,NA-NA
6036,NA-NA
6037,Progs.-Ctrl
6038,NA-NA
6039,Mural-Ctrl
6040,NA-NA
6041,Neurons-Ctrl
6042,Progs.-Ctrl
6043,Astrocytes-Ctrl
6044,NA-NA
6045,RG-Ctrl
6046,NA-NA
6047,Proliferating-Ctrl
6048,Neurons-Ctrl
6049,Progs.-Ctrl
6050,Progs.-Ctrl
6051,NA-NA
6052,Progs.-Ctrl
6053,NA-NA
6054,NA-NA
6055,NA-NA
6056,RG-Ctrl
6057,RG-Ctrl
6058,Myeloid-Ctrl
6059,Proliferating-Ctrl
6060,NA-NA
6061,Progs.-Ctrl
6062,Progs.-Ctrl
6063,Neurons-Ctrl
6064,Proliferating-Ctrl
6065,Progs.-Ctrl
6066,NA-NA
6067,Progs.-Ctrl
6068,RG-Ctrl
6069,NA-NA
6070,Progs.-Ctrl
6071,NA-NA
6072,NA-NA
6073,NA-NA
6074,Progs.-Ctrl
6075,Progs.-Ctrl
6076,NA-NA
6077,NA-NA
6078,NA-NA
6079,Neurons-Ctrl
6080,RG-Ctrl
6081,Progs.-Ctrl
6082,Astrocytes-Ctrl
6083,RG-Ctrl
6084,Proliferating-Ctrl
6085,NA-NA
6086,NA-NA
6087,NA-NA
6088,RG-Ctrl
6089,NA-NA
6090,NA-NA
6091,Neurons-Ctrl
6092,NA-NA
6093,NA-NA
6094,RG-Ctrl
6095,NA-NA
6096,Progs.-Ctrl
6097,Proliferating-Ctrl
6098,NA-NA
6099,Neurons-Ctrl
6100,Progs.-Ctrl
6101,NA-NA
6102,NA-NA
6103,Neurons-Ctrl
6104,Progs.-Ctrl
6105,Neurons-Ctrl
6106,NA-NA
6107,Proliferating-Ctrl
6108,Progs.-Ctrl
6109,NA-NA
6110,Progs.-Ctrl
6111,NA-NA
6112,Progs.-Ctrl
6113,Progs.-Ctrl
6114,Neurons-Ctrl
6115,NA-NA
6116,NA-NA
6117,NA-NA
6118,RG-Ctrl
6119,NA-NA
6120,Progs.-Ctrl
6121,Progs.-Ctrl
6122,RG-Ctrl
6123,NA-NA
6124,RG-Ctrl
6125,Proliferating-Ctrl
6126,RG-Ctrl
6127,Progs.-Ctrl
6128,NA-NA
6129,NA-NA
6130,Myeloid-Ctrl
6131,NA-NA
6132,NA-NA
6133,Astrocytes-Ctrl
6134,NA-NA
6135,NA-NA
6136,NA-NA
6137,Proliferating-Ctrl
6138,NA-NA
6139,RG-Ctrl
6140,Progs.-Ctrl
6141,NA-NA
6142,Endothelial-Ctrl
6143,NA-NA
6144,Neurons-Ctrl
6145,Progs.-Ctrl
6146,Neurons-Ctrl
6147,RG-Ctrl
6148,Proliferating-Ctrl
6149,Progs.-Ctrl
6150,NA-NA
6151,NA-NA
6152,Neurons-Ctrl
6153,RG-Ctrl
6154,NA-NA
6155,NA-NA
6156,NA-NA
6157,Progs.-Ctrl
6158,NA-NA
6159,Neurons-Ctrl
6160,NA-NA
6161,Mural-Ctrl
6162,Myeloid-Ctrl
6163,RG-Ctrl
6164,NA-NA
6165,Progs.-Ctrl
6166,Progs.-Ctrl
6167,NA-NA
6168,Progs.-Ctrl
6169,Progs.-Ctrl
6170,NA-NA
6171,Neurons-Ctrl
6172,NA-NA
6173,Progs.-Ctrl
6174,Progs.-Ctrl
6175,Proliferating-Ctrl
6176,NA-NA
6177,Progs.-Ctrl
6178,NA-NA
6179,Neurons-Ctrl
6180,Neurons-Ctrl
6181,Progs.-Ctrl
6182,Neurons-Ctrl
6183,NA-NA
6184,Proliferating-Ctrl
6185,Neurons-Ctrl
6186,Progs.-Ctrl
6187,Neurons-Ctrl
6188,Progs.-Ctrl
6189,NA-NA
6190,Progs.-Ctrl
6191,Neurons-Ctrl
6192,NA-NA
6193,NA-NA
6194,NA-NA
6195,RG-Ctrl
6196,RG-Ctrl
6197,NA-NA
6198,Progs.-Ctrl
6199,Neurons-Ctrl
6200,NA-NA
6201,Progs.-Ctrl
6202,NA-NA
6203,NA-NA
6204,NA-NA
6205,Progs.-Ctrl
6206,RG-Ctrl
6207,RG-Ctrl
6208,NA-NA
6209,Progs.-Ctrl
6210,RG-Ctrl
6211,Proliferating-Ctrl
6212,RG-Ctrl
6213,Progs.-Ctrl
6214,NA-NA
6215,Mural-Ctrl
6216,NA-NA
6217,Progs.-Ctrl
6218,NA-NA
6219,Proliferating-Ctrl
6220,NA-NA
6221,Progs.-Ctrl
6222,Progs.-Ctrl
6223,NA-NA
6224,RG-Ctrl
6225,RG-Ctrl
6226,NA-NA
6227,NA-NA
6228,NA-NA
6229,Neurons-Ctrl
6230,NA-NA
6231,Progs.-Ctrl
6232,Neurons-Ctrl
6233,RG-Ctrl
6234,Progs.-Ctrl
6235,NA-NA
6236,Progs.-Ctrl
6237,Progs.-Ctrl
6238,NA-NA
6239,Proliferating-Ctrl
6240,NA-NA
6241,NA-NA
6242,RG-Ctrl
6243,NA-NA
6244,NA-NA
6245,NA-NA
6246,Progs.-Ctrl
6247,Proliferating-Ctrl
6248,Progs.-Ctrl
6249,NA-NA
6250,NA-NA
6251,RG-Ctrl
6252,Progs.-Ctrl
6253,Proliferating-Ctrl
6254,Progs.-Ctrl
6255,Neurons-Ctrl
6256,NA-NA
6257,Progs.-Ctrl
6258,NA-NA
6259,NA-NA
6260,RG-Ctrl
6261,NA-NA
6262,Progs.-Ctrl
6263,NA-NA
6264,NA-NA
6265,Neurons-Ctrl
6266,Progs.-Ctrl
6267,NA-NA
6268,Progs.-Ctrl
6269,RG-Ctrl
6270,NA-NA
6271,Progs.-Ctrl
6272,Proliferating-Ctrl
6273,NA-NA
6274,Proliferating-Ctrl
6275,NA-NA
6276,Progs.-Ctrl
6277,NA-NA
6278,Progs.-Ctrl
6279,Proliferating-Ctrl
6280,NA-NA
6281,Progs.-Ctrl
6282,Progs.-Ctrl
6283,NA-NA
6284,Progs.-Ctrl
6285,NA-NA
6286,NA-NA
6287,NA-NA
6288,Neurons-Ctrl
6289,NA-NA
6290,NA-NA
6291,Progs.-Ctrl
6292,RG-Ctrl
6293,NA-NA
6294,RG-Ctrl
6295,Progs.-Ctrl
6296,NA-NA
6297,Proliferating-Ctrl
6298,Neurons-Ctrl
6299,Progs.-Ctrl
6300,NA-NA
6301,Progs.-Ctrl
6302,Progs.-Ctrl
6303,Progs.-Ctrl
6304,Neurons-Ctrl
6305,NA-NA
6306,NA-NA
6307,NA-NA
6308,NA-NA
6309,Neurons-Ctrl
6310,NA-NA
6311,RG-Ctrl
6312,NA-NA
6313,Progs.-Ctrl
6314,Progs.-Ctrl
6315,NA-NA
6316,Proliferating-Ctrl
6317,NA-NA
6318,Progs.-Ctrl
6319,NA-NA
6320,RG-Ctrl
6321,NA-NA
6322,Neurons-Ctrl
6323,NA-NA
6324,Proliferating-Ctrl
6325,Progs.-Ctrl
6326,NA-NA
6327,RG-Ctrl
6328,Progs.-Ctrl
6329,Progs.-Ctrl
6330,NA-NA
6331,Progs.-Ctrl
6332,NA-NA
6333,Progs.-Ctrl
6334,Progs.-Ctrl
6335,Progs.-Ctrl
6336,Neurons-Ctrl
6337,NA-NA
6338,NA-NA
6339,RG-Ctrl
6340,Progs.-Ctrl
6341,NA-NA
6342,NA-NA
6343,Neurons-Ctrl
6344,RG-Ctrl
6345,NA-NA
6346,RG-Ctrl
6347,Neurons-Ctrl
6348,Progs.-Ctrl
6349,NA-NA
6350,NA-NA
6351,Progs.-Ctrl
6352,NA-NA
6353,NA-NA
6354,Neurons-Ctrl
6355,Progs.-Ctrl
6356,Progs.-Ctrl
6357,Progs.-Ctrl
6358,Neurons-Ctrl
6359,Neurons-Ctrl
6360,RG-Ctrl
6361,NA-NA
6362,NA-NA
6363,Progs.-Ctrl
6364,RG-Ctrl
6365,NA-NA
6366,Progs.-Ctrl
6367,Progs.-Ctrl
6368,Progs.-Ctrl
6369,Progs.-Ctrl
6370,NA-NA
6371,Myeloid-Ctrl
6372,Progs.-Ctrl
6373,Proliferating-Ctrl
6374,Progs.-Ctrl
6375,NA-NA
6376,NA-NA
6377,Progs.-Ctrl
6378,RG-Ctrl
6379,NA-NA
6380,Progs.-Ctrl
6381,NA-NA
6382,NA-NA
6383,Proliferating-Ctrl
6384,NA-NA
6385,NA-NA
6386,NA-NA
6387,Neurons-Ctrl
6388,NA-NA
6389,Progs.-Ctrl
6390,Progs.-Ctrl
6391,Progs.-Ctrl
6392,RG-Ctrl
6393,NA-NA
6394,NA-NA
6395,RG-Ctrl
6396,Neurons-Ctrl
6397,Proliferating-Ctrl
6398,NA-NA
6399,Neurons-Ctrl
6400,NA-NA
6401,NA-NA
6402,NA-NA
6403,Myeloid-Ctrl
6404,NA-NA
6405,NA-NA
6406,Progs.-Ctrl
6407,Progs.-Ctrl
6408,Neurons-Ctrl
6409,NA-NA
6410,NA-NA
6411,Proliferating-Ctrl
6412,NA-NA
6413,Mural-Ctrl
6414,NA-NA
6415,Proliferating-Ctrl
6416,Progs.-Ctrl
6417,NA-NA
6418,Neurons-Ctrl
6419,NA-NA
6420,Neurons-Ctrl
6421,Proliferating-Ctrl
6422,NA-NA
6423,NA-NA
6424,NA-NA
6425,NA-NA
6426,NA-NA
6427,Progs.-Ctrl
6428,NA-NA
6429,Progs.-Ctrl
6430,NA-NA
6431,NA-NA
6432,Mural-Ctrl
6433,NA-NA
6434,RG-Ctrl
6435,NA-NA
6436,Progs.-Ctrl
6437,Neurons-Ctrl
6438,NA-NA
6439,NA-NA
6440,Progs.-Ctrl
6441,NA-NA
6442,Proliferating-Ctrl
6443,NA-NA
6444,Progs.-Ctrl
6445,NA-NA
6446,NA-NA
6447,NA-NA
6448,Progs.-Ctrl
6449,RG-Ctrl
6450,Progs.-Ctrl
6451,Progs.-Ctrl
6452,Neurons-Ctrl
6453,NA-NA
6454,Progs.-Ctrl
6455,Neurons-Ctrl
6456,NA-NA
6457,Progs.-Ctrl
6458,Progs.-Ctrl
6459,NA-NA
6460,Mural-Ctrl
6461,NA-NA
6462,NA-NA
6463,Progs.-Ctrl
6464,NA-NA
6465,Neurons-Ctrl
6466,Progs.-Ctrl
6467,Progs.-Ctrl
6468,Neurons-Ctrl
6469,Proliferating-Ctrl
6470,Progs.-Ctrl
6471,Progs.-Ctrl
6472,NA-NA
6473,Progs.-Ctrl
6474,Neurons-Ctrl
6475,Progs.-Ctrl
6476,Myeloid-Ctrl
6477,Neurons-Ctrl
6478,NA-NA
6479,Neurons-Ctrl
6480,NA-NA
6481,NA-NA
6482,NA-NA
6483,NA-NA
6484,RG-Ctrl
6485,Myeloid-Ctrl
6486,RG-Ctrl
6487,NA-NA
6488,Progs.-Ctrl
6489,RG-Ctrl
6490,Progs.-Ctrl
6491,Progs.-Ctrl
6492,Progs.-Ctrl
6493,Neurons-Ctrl
6494,RG-Ctrl
6495,NA-NA
6496,NA-NA
6497,Progs.-Ctrl
6498,Proliferating-Ctrl
6499,Progs.-Ctrl
6500,Proliferating-Ctrl
6501,Proliferating-Ctrl
6502,NA-NA
6503,Progs.-Ctrl
6504,Proliferating-Ctrl
6505,Progs.-Ctrl
6506,Progs.-Ctrl
6507,NA-NA
6508,NA-NA
6509,NA-NA
6510,Progs.-Ctrl
6511,Progs.-Ctrl
6512,NA-NA
6513,RG-Ctrl
6514,NA-NA
6515,Progs.-Ctrl
6516,NA-NA
6517,NA-NA
6518,Progs.-Ctrl
6519,RG-Ctrl
6520,NA-NA
6521,Neurons-Ctrl
6522,Proliferating-Ctrl
6523,RG-Ctrl
6524,NA-NA
6525,Progs.-Ctrl
6526,RG-Ctrl
6527,NA-NA
6528,NA-NA
6529,RG-Ctrl
6530,NA-NA
6531,Progs.-Ctrl
6532,NA-NA
6533,Progs.-Ctrl
6534,NA-NA
6535,NA-NA
6536,NA-NA
6537,NA-NA
6538,NA-NA
6539,NA-NA
6540,NA-NA
6541,Progs.-Ctrl
6542,NA-NA
6543,Proliferating-Ctrl
6544,NA-NA
6545,NA-NA
6546,Progs.-Ctrl
6547,NA-NA
6548,NA-NA
6549,RG-Ctrl
6550,NA-NA
6551,Proliferating-Ctrl
6552,Proliferating-Ctrl
6553,Proliferating-Ctrl
6554,NA-NA
6555,NA-NA
6556,Neurons-Ctrl
6557,Proliferating-Ctrl
6558,Proliferating-Ctrl
6559,Progs.-Ctrl
6560,NA-NA
6561,NA-NA
6562,Progs.-Ctrl
6563,NA-NA
6564,NA-NA
6565,NA-NA
6566,Progs.-Ctrl
6567,NA-NA
6568,Neurons-Ctrl
6569,Progs.-Ctrl
6570,Proliferating-Ctrl
6571,Progs.-Ctrl
6572,NA-NA
6573,NA-NA
6574,RG-Ctrl
6575,Progs.-Ctrl
6576,NA-NA
6577,NA-NA
6578,Progs.-Ctrl
6579,NA-NA
6580,NA-NA
6581,NA-NA
6582,Progs.-Ctrl
6583,NA-NA
6584,NA-NA
6585,Neurons-Ctrl
6586,Progs.-Ctrl
6587,NA-NA
6588,RG-Ctrl
6589,Neurons-Ctrl
6590,NA-NA
6591,Neurons-Ctrl
6592,NA-NA
6593,Progs.-Ctrl
6594,Progs.-Ctrl
6595,Proliferating-Ctrl
6596,NA-NA
6597,RG-Ctrl
6598,RG-Ctrl
6599,Proliferating-Ctrl
6600,NA-NA
6601,NA-NA
6602,Progs.-Ctrl
6603,Progs.-Ctrl
6604,RG-Ctrl
6605,NA-NA
6606,NA-NA
6607,Proliferating-Ctrl
6608,NA-NA
6609,Myeloid-Ctrl
6610,Progs.-Ctrl
6611,Progs.-Ctrl
6612,Neurons-Ctrl
6613,NA-NA
6614,Proliferating-Ctrl
6615,Neurons-Ctrl
6616,Progs.-Ctrl
6617,NA-NA
6618,RG-Ctrl
6619,NA-NA
6620,NA-NA
6621,Progs.-Ctrl
6622,Progs.-Ctrl
6623,NA-NA
6624,Progs.-Ctrl
6625,Proliferating-Ctrl
6626,NA-NA
6627,Progs.-Ctrl
6628,NA-NA
6629,RG-Ctrl
6630,Proliferating-Ctrl
6631,Progs.-Ctrl
6632,NA-NA
6633,NA-NA
6634,NA-NA
6635,Progs.-Ctrl
6636,Progs.-Ctrl
6637,NA-NA
6638,Proliferating-Ctrl
6639,NA-NA
6640,NA-NA
6641,Proliferating-Ctrl
6642,NA-NA
6643,Neurons-Ctrl
6644,NA-NA
6645,Progs.-Ctrl
6646,NA-NA
6647,RG-Ctrl
6648,Progs.-Ctrl
6649,NA-NA
6650,RG-Ctrl
6651,NA-NA
6652,Mural-Ctrl
6653,Progs.-Ctrl
6654,NA-NA
6655,Progs.-Ctrl
6656,Neurons-Ctrl
6657,RG-Ctrl
6658,Progs.-Ctrl
6659,NA-NA
6660,RG-Ctrl
6661,RG-Ctrl
6662,NA-NA
6663,Progs.-Ctrl
6664,RG-Ctrl
6665,Progs.-Ctrl
6666,Proliferating-Ctrl
6667,NA-NA
6668,NA-NA
6669,Neurons-Ctrl
6670,Neurons-Ctrl
6671,Proliferating-Ctrl
6672,NA-NA
6673,Progs.-Ctrl
6674,Proliferating-Ctrl
6675,Progs.-Ctrl
6676,RG-Ctrl
6677,Neurons-Ctrl
6678,Progs.-Ctrl
6679,Proliferating-Ctrl
6680,NA-NA
6681,NA-NA
6682,RG-Ctrl
6683,NA-NA
6684,RG-Ctrl
6685,NA-NA
6686,NA-NA
6687,NA-NA
6688,Neurons-Ctrl
6689,NA-NA
6690,RG-Ctrl
6691,Progs.-Ctrl
6692,Neurons-Ctrl
6693,NA-NA
6694,Progs.-Ctrl
6695,NA-NA
6696,NA-NA
6697,Proliferating-Ctrl
6698,Progs.-Ctrl
6699,RG-Ctrl
6700,Neurons-Ctrl
6701,Astrocytes-Ctrl
6702,NA-NA
6703,NA-NA
6704,Progs.-Ctrl
6705,Progs.-Ctrl
